Protein.Group,Protein.Names,Genes,First.Protein.Description,Bt1_DIA,Bt2_DIA,Bt3_DIA,STS1_DIA,STS2_DIA,STS3_DIA,Average Bt,Average ST,Fold Change,log2 Fold Change ST
Q9UMY1,UTP16_HUMAN,NOL7,U3 small nucleolar RNA-associated protein NOL7,106520,174057,174783,178700,83891.9,83891.9,151786.666666667,115494.6,0.760900825720309,-0.394219666868598
Q9UMY4,SNX12_HUMAN,SNX12,Sorting nexin-12,1260000,1140000,1180000,1200000,1200000,1190000,1193333.33333333,1196666.66666667,1.00279329608939,0.00402425655879496
Q9UN36,NDRG2_HUMAN,NDRG2,Protein NDRG2,433306,377609,446138,396124,436733,248452,419017.666666667,360436.333333333,0.860193643386556,-0.217266624716841
Q9UN37,VPS4A_HUMAN,VPS4A,Vacuolar protein sorting-associated protein 4A,848467,1190000,848467,532369,532369,1210000,962311.333333333,758246,0.787942502322533,-0.343837737592309
Q9UN86,G3BP2_HUMAN,G3BP2,Ras GTPase-activating protein-binding protein 2,916220,878792,831488,698918,932748,677891,875500,769852.333333333,0.879328764515515,-0.185525432069454
Q9UNE7,CHIP_HUMAN,STUB1,E3 ubiquitin-protein ligase CHIP,3090000,3420000,3590000,3420000,3800000,3880000,3366666.66666667,3700000,1.0990099009901,0.136204383598311
Q9UNF0,PACN2_HUMAN,PACSIN2,Protein kinase C and casein kinase substrate in neurons protein 2,1010000,858208,1030000,941577,890186,853453,966069.333333333,895072,0.926509070432488,-0.110122994723419
Q9UNF1,MAGD2_HUMAN,MAGED2,Melanoma-associated antigen D2,911918,921255,1130000,991947,1010000,1130000,987724.333333333,1043982.33333333,1.05695718744738,0.079916940856582
Q9UNH7,SNX6_HUMAN,SNX6,Sorting nexin-6,981631,1240000,1220000,971916,1180000,1190000,1147210.33333333,1113972,0.971026818389304,-0.0424169534931963
Q9UNK0,STX8_HUMAN,STX8,Syntaxin-8,178030,301552,236477,234748,175105,238035,238686.333333333,215962.666666667,0.904796951089226,-0.144334027027207
Q9UNL2,SSRG_HUMAN,SSR3,Translocon-associated protein subunit gamma,2050000,1410000,1410000,1300000,1380000,756965,1623333.33333333,1145655,0.705742299794661,-0.50278661206774
Q9UNM6,PSD13_HUMAN,PSMD13,26S proteasome non-ATPase regulatory subunit 13,5040000,3850000,4400000,3530000,4000000,3840000,4430000,3790000,0.855530474040632,-0.225108850383927
Q9UNN5,FAF1_HUMAN,FAF1,FAS-associated factor 1,1130000,1350000,959415,1100000,1160000,1120000,1146471.66666667,1126666.66666667,0.982725259964267,-0.0251399555217735
Q9UNN8,EPCR_HUMAN,PROCR,Endothelial protein C receptor,257374,251324,260053,130950,226287,191318,256250.333333333,182851.666666667,0.713566551458144,-0.486880104596139
Q9UNP9,PPIE_HUMAN,PPIE,Peptidyl-prolyl cis-trans isomerase E,1120000,906688,1030000,643912,925856,742538,1018896,770768.666666667,0.756474327769141,-0.402636971901532
Q9UNQ2,DIM1_HUMAN,DIMT1,Probable dimethyladenosine transferase,342463,178719,262270,306119,234682,190395,261150.666666667,243732,0.933300317058352,-0.0995867091852277
Q9UNS1,TIM_HUMAN,TIMELESS,Protein timeless homolog,466609,431467,441665,405449,337706,482588,446580.333333333,408581,0.914910419252676,-0.128297601793065
Q9UNS2,CSN3_HUMAN,COPS3,COP9 signalosome complex subunit 3,2290000,2170000,2160000,2300000,1930000,2100000,2206666.66666667,2110000,0.95619335347432,-0.0646257173788762
Q9UNW1,MINP1_HUMAN,MINPP1,Multiple inositol polyphosphate phosphatase 1,408665,377308,355186,352112,368222,304755,380386.333333333,341696.333333333,0.898287618114566,-0.154750646813068
Q9UNX4,WDR3_HUMAN,WDR3,WD repeat-containing protein 3,295367,230640,292777,274189,269833,173572,272928,239198,0.876414292414117,-0.190315083143849
Q9UNZ2,NSF1C_HUMAN,NSFL1C,NSFL1 cofactor p47,2610000,2270000,2910000,2620000,2520000,2570000,2596666.66666667,2570000,0.989730423620026,-0.0148924681466348
Q9UP83,COG5_HUMAN,COG5,Conserved oligomeric Golgi complex subunit 5,70842.7,95129.1,62766.8,106387,96603.9,82250.4,76246.2,95080.4333333333,1.24701864923542,0.318483040915991
Q9UPN3,MACF1_HUMAN,MACF1,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5",794042,691777,758692,664614,799994,785141,748170.333333333,749916.333333333,1.00233369317415,0.0033628851227174
Q9UPN7,PP6R1_HUMAN,PPP6R1,Serine/threonine-protein phosphatase 6 regulatory subunit 1,286196,417193,438957,408036,722544,425523,380782,518701,1.36219936866764,0.445937868650094
Q9UPN9,TRI33_HUMAN,TRIM33,E3 ubiquitin-protein ligase TRIM33,470168,457844,387673,347100,587076,433306,438561.666666667,455827.333333333,1.03936884588636,0.0557077213256439
Q9UPT5,EXOC7_HUMAN,EXOC7,Exocyst complex component 7,263819,428584,380296,351777,369184,398981,357566.333333333,373314,1.04404124549384,0.0621787075917312
Q9UPT8,ZC3H4_HUMAN,ZC3H4,Zinc finger CCCH domain-containing protein 4,158213,112694,164145,220150,165970,173494,145017.333333333,186538,1.28631519910264,0.363244204456966
Q9UPT9,UBP22_HUMAN,USP22,Ubiquitin carboxyl-terminal hydrolase 22,470401,542080,470401,353921,353921,871154,494294,526332,1.06481567650022,0.0906037162597409
Q9UPU5,UBP24_HUMAN,USP24,Ubiquitin carboxyl-terminal hydrolase 24,256043,259151,207251,335421,301537,301537,240815,312831.666666667,1.29905390721785,0.377461299963763
Q9UPY3,DICER_HUMAN,DICER1,Endoribonuclease Dicer,39901.9,39901.9,39901.9,50948.9,50948.9,72071.4,39901.9,57989.7333333333,1.45330757014912,0.539340059454755
Q9UQ35,SRRM2_HUMAN,SRRM2,Serine/arginine repetitive matrix protein 2,5120000,5010000,5180000,4740000,5070000,5000000,5103333.33333333,4936666.66666667,0.967341606792946,-0.04790264221094
Q9UQ80,PA2G4_HUMAN,PA2G4,Proliferation-associated protein 2G4,13000000,12800000,13500000,11700000,12300000,11200000,13100000,11733333.3333333,0.895674300254453,-0.158953883621309
Q9UQE7,SMC3_HUMAN,SMC3,Structural maintenance of chromosomes protein 3,615591,657169,830846,594078,611749,740346,701202,648724.333333333,0.925160415020684,-0.112224556404723
Q9UQN3,CHM2B_HUMAN,CHMP2B,Charged multivesicular body protein 2b,713242,589104,663249,711766,662385,750687,655198.333333333,708279.333333333,1.08101516334748,0.112386759828152
Q9Y217,MTMR6_HUMAN,MTMR6,Myotubularin-related protein 6,116238,116238,116238,224400,222506,171862,116238,206256,1.77442832808548,0.827354302883569
Q9Y221,NIP7_HUMAN,NIP7,60S ribosome subunit biogenesis protein NIP7 homolog,575151,568926,668817,633794,491576,491576,604298,538982,0.891914254225564,-0.165023074147238
Q9Y223,GLCNE_HUMAN,GNE,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase,151974,137283,202068,138149,119935,164418,163775,140834,0.859923675774691,-0.217719478639881
Q9Y224,RTRAF_HUMAN,RTRAF,"RNA transcription, translation and transport factor protein",3420000,3460000,3620000,2690000,2740000,2210000,3500000,2546666.66666667,0.727619047619048,-0.458744784517736
Q9Y230,RUVB2_HUMAN,RUVBL2,RuvB-like 2,10700000,10700000,10900000,10700000,10600000,10800000,10766666.6666667,10700000,0.993808049535604,-0.00896086757162172
Q9Y237,PIN4_HUMAN,PIN4,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,1940000,1880000,1820000,1970000,2110000,2060000,1880000,2046666.66666667,1.0886524822695,0.122543492971386
Q9Y248,PSF2_HUMAN,GINS2,DNA replication complex GINS protein PSF2,458760,355017,479468,356997,341849,319648,431081.666666667,339498,0.787549149619755,-0.344558132403301
Q9Y262,EIF3L_HUMAN,EIF3L,Eukaryotic translation initiation factor 3 subunit L,4110000,4110000,4480000,3780000,4450000,4430000,4233333.33333333,4220000,0.996850393700787,-0.00455109223118685
Q9Y263,PLAP_HUMAN,PLAA,Phospholipase A-2-activating protein,968862,860460,967139,881227,1020000,1090000,932153.666666667,997075.666666667,1.06964731494557,0.0971351883520327
Q9Y265,RUVB1_HUMAN,RUVBL1,RuvB-like 1,4830000,5160000,4370000,5020000,5260000,5070000,4786666.66666667,5116666.66666667,1.06894150417827,0.0961829064344905
Q9Y266,NUDC_HUMAN,NUDC,Nuclear migration protein nudC,13100000,13000000,12000000,11900000,12100000,13100000,12700000,12366666.6666667,0.973753280839895,-0.0383718108725188
Q9Y276,BCS1_HUMAN,BCS1L,Mitochondrial chaperone BCS1,457648,342233,436791,384134,415961,355446,412224,385180.333333333,0.93439570071935,-0.0978944586886344
Q9Y277,VDAC3_HUMAN,VDAC3,Voltage-dependent anion-selective channel protein 3,708803,799989,814918,801032,645533,427770,774570,624778.333333333,0.806613131586988,-0.310051202010898
Q9Y281,COF2_HUMAN,CFL2,Cofilin-2,3700000,3800000,3560000,3130000,3570000,3690000,3686666.66666667,3463333.33333333,0.939421338155515,-0.0901557313304952
Q9Y282,ERGI3_HUMAN,ERGIC3,Endoplasmic reticulum-Golgi intermediate compartment protein 3,886504,803634,939498,810287,827854,1200000,876545.333333333,946047,1.07929044171893,0.110083152539203
Q9Y285,SYFA_HUMAN,FARSA,Phenylalanine--tRNA ligase alpha subunit,1720000,1850000,1780000,1750000,1940000,1160000,1783333.33333333,1616666.66666667,0.906542056074766,-0.141554144214019
Q9Y289,SC5A6_HUMAN,SLC5A6,Sodium-dependent multivitamin transporter,534583,666751,729053,737730,681298,681298,643462.333333333,700108.666666667,1.0880336429949,0.121723166727499
Q9Y291,RT33_HUMAN,MRPS33,Small ribosomal subunit protein mS33,1200000,748782,981561,1040000,1180000,1040000,976781,1086666.66666667,1.11249775196965,0.153802420820146
Q9Y294,ASF1A_HUMAN,ASF1A,Histone chaperone ASF1A,1250000,1290000,1120000,1350000,1530000,1260000,1220000,1380000,1.13114754098361,0.177787119215283
Q9Y295,DRG1_HUMAN,DRG1,Developmentally-regulated GTP-binding protein 1,2140000,1800000,2060000,1910000,1880000,1540000,2000000,1776666.66666667,0.888333333333333,-0.170826967736705
Q9Y296,TPPC4_HUMAN,TRAPPC4,Trafficking protein particle complex subunit 4,141113,140247,147440,298445,336332,114305,142933.333333333,249694,1.74692630597015,0.804818749494576
Q9Y2A7,NCKP1_HUMAN,NCKAP1,Nck-associated protein 1,1820000,1590000,1700000,1920000,1700000,2090000,1703333.33333333,1903333.33333333,1.1174168297456,0.160167454425222
Q9Y2B0,CNPY2_HUMAN,CNPY2,Protein canopy homolog 2,3670000,2750000,2810000,2940000,3060000,3410000,3076666.66666667,3136666.66666667,1.01950162513543,0.0278640750827624
Q9Y2I1,NISCH_HUMAN,NISCH,Nischarin,151376,210191,183688,191758,141593,256915,181751.666666667,196755.333333333,1.08255036634235,0.114434148815245
Q9Y2J2,E41L3_HUMAN,EPB41L3,Band 4.1-like protein 3,848235,952902,865540,1070000,1010000,969508,888892.333333333,1016502.66666667,1.14356106870086,0.19353341092613
Q9Y2L1,RRP44_HUMAN,DIS3,Exosome complex exonuclease RRP44,927125,767776,741498,917538,936639,921660,812133,925279,1.13931954495138,0.188172436476656
Q9Y2Q3,GSTK1_HUMAN,GSTK1,Glutathione S-transferase kappa 1,892582,659362,906543,988436,842371,676075,819495.666666667,835627.333333333,1.01968487122364,0.0281233630134285
Q9Y2Q5,LTOR2_HUMAN,LAMTOR2,Ragulator complex protein LAMTOR2,660680,653606,800350,605951,727831,537562,704878.666666667,623781.333333333,0.884948520691032,-0.176334561843033
Q9Y2Q9,RT28_HUMAN,MRPS28,Small ribosomal subunit protein bS1m,562973,383489,450616,498093,635988,477150,465692.666666667,537077,1.15328635910092,0.205750776268925
Q9Y2R5,RT17_HUMAN,MRPS17,Small ribosomal subunit protein uS17m,994606,1100000,1580000,1270000,1190000,876523,1224868.66666667,1112174.33333333,0.907994761887397,-0.139244120081386
Q9Y2R9,RT07_HUMAN,MRPS7,Small ribosomal subunit protein uS7m,1920000,2390000,1590000,1620000,2080000,1270000,1966666.66666667,1656666.66666667,0.842372881355932,-0.247469102686917
Q9Y2S6,TMA7_HUMAN,TMA7,Translation machinery-associated protein 7,2340000,1240000,2430000,1240000,2240000,1370000,2003333.33333333,1616666.66666667,0.806988352745424,-0.309380243636695
Q9Y2S7,PDIP2_HUMAN,POLDIP2,Polymerase delta-interacting protein 2,1340000,1550000,1130000,1630000,1230000,2030000,1340000,1630000,1.21641791044776,0.282638963773305
Q9Y2T2,AP3M1_HUMAN,AP3M1,AP-3 complex subunit mu-1,1400000,1120000,914351,837177,1250000,1590000,1144783.66666667,1225725.66666667,1.07070506188797,0.0985611277525353
Q9Y2V2,CHSP1_HUMAN,CARHSP1,Calcium-regulated heat-stable protein 1,1770000,1680000,2510000,1970000,2970000,3220000,1986666.66666667,2720000,1.36912751677852,0.453256821509334
Q9Y2V7,COG6_HUMAN,COG6,Conserved oligomeric Golgi complex subunit 6,419316,368103,287341,431856,677359,462084,358253.333333333,523766.333333333,1.46199988834717,0.54794320111183
Q9Y2W1,TR150_HUMAN,THRAP3,Thyroid hormone receptor-associated protein 3,2270000,2400000,2230000,2240000,2320000,1510000,2300000,2023333.33333333,0.879710144927536,-0.184899845409849
Q9Y2W2,WBP11_HUMAN,WBP11,WW domain-binding protein 11,1030000,678092,922390,1170000,893385,864748,876827.333333333,976044.333333333,1.11315454734151,0.154653906430604
Q9Y2X3,NOP58_HUMAN,NOP58,Nucleolar protein 58,1020000,1380000,2520000,1610000,1720000,839128,1640000,1389709.33333333,0.847383739837398,-0.238912649311611
Q9Y2X7,GIT1_HUMAN,GIT1,ARF GTPase-activating protein GIT1,797256,660970,525215,506261,521780,363132,661147,463724.333333333,0.701393689048477,-0.511703645219686
Q9Y2Y0,AR2BP_HUMAN,ARL2BP,ADP-ribosylation factor-like protein 2-binding protein,467070,614923,529477,635636,401310,467049,537156.666666667,501331.666666667,0.93330623592124,-0.0995775598397245
Q9Y2Z0,SGT1_HUMAN,SUGT1,Protein SGT1 homolog,3080000,2450000,2520000,2530000,2830000,2560000,2683333.33333333,2640000,0.983850931677019,-0.0234883529223699
Q9Y2Z2,MTO1_HUMAN,MTO1,"Protein MTO1 homolog, mitochondrial",31432.7,31432.7,31432.7,43913.9,43913.9,43913.9,31432.7,43913.9,1.39707692943972,0.482411464316052
Q9Y2Z4,SYYM_HUMAN,YARS2,"Tyrosine--tRNA ligase, mitochondrial",309841,351430,401686,398735,374232,323172,354319,365379.666666667,1.03121669079746,0.0443475197973229
Q9Y2Z9,COQ6_HUMAN,COQ6,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",234327,254576,232724,206088,203350,247412,240542.333333333,218950,0.910234788886779,-0.135689368177717
Q9Y305,ACOT9_HUMAN,ACOT9,"Acyl-coenzyme A thioesterase 9, mitochondrial",693416,835154,605267,632444,872578,676852,711279,727291.333333333,1.0225120288007,0.0321178150878481
Q9Y312,AAR2_HUMAN,AAR2,Protein AAR2 homolog,4880000,4930000,5040000,6720000,5400000,6050000,4950000,6056666.66666667,1.22356902356902,0.291095488545988
Q9Y314,NOSIP_HUMAN,NOSIP,Nitric oxide synthase-interacting protein,901090,857317,905009,979430,900238,1110000,887805.333333333,996556,1.12249381996654,0.166707502046003
Q9Y315,DEOC_HUMAN,DERA,Deoxyribose-phosphate aldolase,810891,797045,587849,681959,718359,560917,731928.333333333,653745,0.893181709502524,-0.162974386808238
Q9Y316,MEMO1_HUMAN,MEMO1,Protein MEMO1,139106,139106,148078,216079,216079,237476,142096.666666667,223211.333333333,1.57084144596401,0.651537568496324
Q9Y320,TMX2_HUMAN,TMX2,Thioredoxin-related transmembrane protein 2,1080000,824829,944862,848925,690883,835726,949897,791844.666666667,0.833611082745463,-0.262553636709962
Q9Y333,LSM2_HUMAN,LSM2,U6 snRNA-associated Sm-like protein LSm2,2300000,1990000,2140000,2790000,2230000,1840000,2143333.33333333,2286666.66666667,1.06687402799378,0.0933898388448647
Q9Y343,SNX24_HUMAN,SNX24,Sorting nexin-24,35378.8,35559.6,48023.7,76425.1,76425.1,76425.1,39654.0333333333,76425.1,1.92729701308232,0.946578920508323
Q9Y371,SHLB1_HUMAN,SH3GLB1,Endophilin-B1,759602,841528,870943,928909,835675,989737,824024.333333333,918107,1.11417462186594,0.155975360467092
Q9Y376,CAB39_HUMAN,CAB39,Calcium-binding protein 39,866193,784964,970584,915709,922919,944052,873913.666666667,927560,1.06138630780081,0.0859498427869008
Q9Y383,LC7L2_HUMAN,LUC7L2,Putative RNA-binding protein Luc7-like 2,2840000,2750000,2920000,3040000,3130000,3090000,2836666.66666667,3086666.66666667,1.08813160987074,0.121853061574274
Q9Y394,DHRS7_HUMAN,DHRS7,Dehydrogenase/reductase SDR family member 7,667517,588433,670524,659534,763894,895072,642158,772833.333333333,1.20349405182733,0.267229011425686
Q9Y399,RT02_HUMAN,MRPS2,Small ribosomal subunit protein uS2m,1250000,1160000,971352,1070000,1020000,760637,1127117.33333333,950212.333333333,0.843046509206968,-0.246315870895134
Q9Y3A3,PHOCN_HUMAN,MOB4,MOB-like protein phocein,1120000,1330000,1360000,1160000,1160000,1330000,1270000,1216666.66666667,0.958005249343832,-0.0618945337259423
Q9Y3A5,SBDS_HUMAN,SBDS,Ribosome maturation protein SBDS,1850000,1690000,1590000,1810000,1640000,1680000,1710000,1710000,1,0
Q9Y3A6,TMED5_HUMAN,TMED5,Transmembrane emp24 domain-containing protein 5,1590000,1710000,1900000,1470000,1460000,1180000,1733333.33333333,1370000,0.790384615384615,-0.339373229346771
Q9Y3B2,EXOS1_HUMAN,EXOSC1,Exosome complex component CSL4,526549,481181,461400,504539,518496,478644,489710,500559.666666667,1.02215528918476,0.0316143918898469
Q9Y3B3,TMED7_HUMAN,TMED7,Transmembrane emp24 domain-containing protein 7,1990000,2070000,1830000,2340000,2190000,2320000,1963333.33333333,2283333.33333333,1.16298811544992,0.217836354017429
Q9Y3B4,SF3B6_HUMAN,SF3B6,Splicing factor 3B subunit 6,1790000,1710000,1870000,1720000,1980000,1600000,1790000,1766666.66666667,0.986964618249535,-0.018929728534851
Q9Y3B6,EMC9_HUMAN,EMC9,ER membrane protein complex subunit 9,229821,121758,203052,146455,221327,99891.1,184877,155891.033333333,0.843214858166961,-0.246027806167771
Q9Y3B7,RM11_HUMAN,MRPL11,Large ribosomal subunit protein uL11m,352064,370425,352064,437032,388440,388440,358184.333333333,404637.333333333,1.12969020606708,0.175927197908741
Q9Y3B8,ORN_HUMAN,REXO2,"Oligoribonuclease, mitochondrial",703422,782351,1230000,837203,799412,819391,905257.666666667,818668.666666667,0.904348780255198,-0.145048810631145
Q9Y3B9,RRP15_HUMAN,RRP15,RRP15-like protein,638978,618611,514178,565582,609333,482537,590589,552484,0.935479665215573,-0.0962218013480805
Q9Y3C0,WASC3_HUMAN,WASHC3,WASH complex subunit 3,157836,122242,154781,241867,120682,124444,144953,162331,1.11988713583023,0.163353342298226
Q9Y3C1,NOP16_HUMAN,NOP16,Nucleolar protein 16,356093,292338,255291,253729,189643,219461,301240.666666667,220944.333333333,0.733447896587667,-0.447233612975745
Q9Y3C6,PPIL1_HUMAN,PPIL1,Peptidyl-prolyl cis-trans isomerase-like 1,2800000,2490000,2860000,2660000,2830000,2550000,2716666.66666667,2680000,0.986503067484663,-0.0196045579395112
Q9Y3C8,UFC1_HUMAN,UFC1,Ubiquitin-fold modifier-conjugating enzyme 1,734552,657491,666201,735421,734287,710605,686081.333333333,726771,1.059307351315,0.0831212388909979
Q9Y3D0,CIA2B_HUMAN,CIAO2B,Cytosolic iron-sulfur assembly component 2B,1210000,919959,1080000,1180000,1180000,1180000,1069986.33333333,1180000,1.10281782415289,0.141194490024381
Q9Y3D5,RT18C_HUMAN,MRPS18C,Small ribosomal subunit protein bS18m,263279,305456,316005,247684,203963,307240,294913.333333333,252962.333333333,0.857751429798585,-0.221368469252659
Q9Y3D6,FIS1_HUMAN,FIS1,Mitochondrial fission 1 protein,586785,933011,738496,566590,722204,578479,752764,622424.333333333,0.826851886292827,-0.274299171836833
Q9Y3D8,KAD6_HUMAN,AK6,Adenylate kinase isoenzyme 6,769613,707190,770978,698154,717552,770614,749260.333333333,728773.333333333,0.972657033759072,-0.0399969054196024
Q9Y3D9,RT23_HUMAN,MRPS23,Small ribosomal subunit protein mS23,1560000,1560000,1510000,1260000,1270000,1260000,1543333.33333333,1263333.33333333,0.818574514038877,-0.288814345089145
Q9Y3E0,GOT1B_HUMAN,GOLT1B,Vesicle transport protein GOT1B,73908.8,89153.3,79954.1,116433,62873.4,98040,81005.4,92448.8,1.14126712540152,0.190636508881103
Q9Y3E5,PTH2_HUMAN,PTRH2,"Peptidyl-tRNA hydrolase 2, mitochondrial",750680,685739,740449,807606,750152,715956,725622.666666667,757904.666666667,1.04448868741697,0.0627968670380304
Q9Y3F4,STRAP_HUMAN,STRAP,Serine-threonine kinase receptor-associated protein,5030000,6120000,4080000,5360000,5540000,5820000,5076666.66666667,5573333.33333333,1.0978332239002,0.13465890559359
Q9Y3I0,RTCB_HUMAN,RTCB,RNA-splicing ligase RtcB homolog,4890000,5150000,6230000,3940000,3540000,3840000,5423333.33333333,3773333.33333333,0.695759065765212,-0.523340292840645
Q9Y3I1,FBX7_HUMAN,FBXO7,F-box only protein 7,341458,289231,328034,218686,372486,233507,319574.333333333,274893,0.860184850055751,-0.217281372744432
